Company name,Booth number,Company location,Twitter,Linkedin,Facebook,Website,Description,Focus areas
"Rutgers, The State University of New Jersey",Booth 651,"New Brunswick, New Jersey, United States",,,,https://www.rutgers.edu/,,
Sarepta Therapeutics,Booth 3247,"Columbus, Ohio, United States",,,,https://www.sarepta.com/,,
Rubli LLC,Booth 1664,"Boston, Massachusetts, United States",,,,,,
Sandoval Economic Alliance,Booth 1475,"Rio Rancho, New Mexico, United States",https://twitter.com/SandovalEcon,https://www.linkedin.com/company/sandoval-economic-alliance/,https://www.facebook.com/SandovalEconomicDevelopment,http://www.SEA-NM.com,"Sandoval Economic Alliance (SEA) is a private, not-for-profit economic development corporation established to strengthen and diversify the economic base of Sandoval County, located in Rio Rancho, New Mexico and part of the Albuquerque metro area.",
"Sanyou Biopharmaceuticals CO., Ltd.",Booth 2885,"Minhang District, Shanghai, China",,,,http://www.sanyoubio.com,,
Scorpius BioManufacturing,Booth 1085,"San Antonio, Texas, United States",,https://www.linkedin.com/company/scorpius-biomanufacturing,,https://www.scorpiusbiologics.com/,"Scorpius BioManufacturing is a CDMO with integrated, end-to-end solutions for large molecule cGMP manufacturing, process and analytical method development, product characterization, and release testing needs. We currently have capacity for mammalian, microbial, CGT clinical manufacturing projects at our facility in San Antonio, TX.","Preclinical, Clinical, Market - Drug (on patent), CRO & Analytical Labs, CMO"
SCOPE International,Booth 1545,"Mannheim, Germany",,https://www.linkedin.com/company/scope-international-ag/,,https://scope-international.com,SCOPE International - We offer cost-efficiency and effectiveness at highest quality being set up to fully integrate with biotechs and small to midsize pharma.,"CRO & Analytical Labs, Consulting"
Sciomics,Booth 1335,"Neckargemuend, Germany",https://twitter.com/sciomics,https://www.linkedin.com/company/sciomics-gmbh,https://www.facebook.com/sciomics,https://www.sciomics.de,"Protein profiling plays an essential part in today’s biomedical research, striving to improve patients’ quality of life by using molecular signatures for diagnosis and treatment guidance. At Sciomics, we believe that our explorative proteomic and post-translational modification profiling platform enables true progress in precision medicine. Therefore, our internal development pipeline of innovative biomarker signatures for precision medicine is based on this powerful platform.","Molecular/Cellular Diagnostics, Research Technology, CRO & Analytical Labs"
Scitaris,Booth 2559,"Berlin, Germany",,https://www.linkedin.com/company/scitaris/,,http://www.scitaris.com,"Our passion for science and dedication to support innovative drug development has brought us together to found SCITARIS, a consulting firm focused on R&D strategy support for pharma and biotech companies. Our team combines scientific expertise from different disciplines, ranging from chemistry over biology to pharmacology, with long-standing experience in strategic consulting for the healthcare industry. Our unifying conviction is that in the complex world of biopharma R&D, deep scientific and clinical understanding drive all viable business strategies and are crucial to successfully bring value to patients, drug developers and society.",Consulting
SCHOTT Pharma AG & Co. KGaA,Booth 587,"Mainz, Germany",,https://www.linkedin.com/company/schott-pharma,,http://www.schott.com/pharmaceutical_packaging,"SCHOTT Pharma designs solutions grounded in science to ensure that medications are safe and easy to use for people around the world – because human health matters. The portfolio comprises drug containment and delivery solutions for injectable drugs ranging from prefillable glass and polymer syringes, to cartridges, vials, and ampoules. Every day, a team of around 4,700 people from over 65 nations works at SCHOTT Pharma to contribute to global healthcare. The company is represented in all main pharmaceutical hubs with 17 manufacturing sites in Europe, North and South America, and Asia. With over 900 patents and technologies developed in-house, a state-of-the-art R&D center in Switzerland, and around 130 employees in R&D, the company is focused on developing innovations for the future. SCHOTT Pharma AG & Co. KGaA, headquartered in Mainz, Germany, is part of SCHOTT AG that is owned by the Carl Zeiss Foundation. In light of this spirit, SCHOTT Pharma is committed to sustainable development for society and the environment and has the strategic goal of becoming climate-neutral by 2030. Currently, SCHOTT Pharma has over 1,700 customers including the top 30 leading pharma manufacturers for injectable drugs and generated sales of EUR 650 million in the fiscal year 2021.",Industrial Chemicals/Products
SAPIENZA UNIVERSITA’ DI ROMA,Booth 2065,"Rome, Rome, Italy",,,,https://www.uniroma1.it/it,,
Sanofi Brasil,Booth 1751,"São Paulo, São Paulo, Brazil",,,,https://www.sanofi.com.br/,,
Sandoz,Booth 1751,"São Paulo, São Paulo, Brazil",https://twitter.com/Sandoz_Global,https://www.linkedin.com/showcase/sandozbrasil,https://www.facebook.com/sandozbrasil/,https://www.sandoz.com.br/,Sandoz is a global leader in generic pharmaceuticals and biosimilars. We contribute to society’s ability to support growing healthcare needs by pioneering novel approaches to help people around the world access high-quality medicine.,
SciNote - Electronic Lab Notebook,Booth 1249,"Middleton, Wisconsin, United States",https://twitter.com/scinoteELN,https://www.linkedin.com/company/scinote,,http://www.SciNote.net,,"Research Technology, Instrumentation, Bioinformatics, Digital Health"
Sci.Bio,Booth 3179,"Braintree, Massachusetts, United States",,https://www.linkedin.com/company/sci.bio-recruiting/,,http://www.sci.bio,"Sci.bio offers transformative recruiting solutions for biotechnology, pharmaceutical, and life science organizations.",
SCHOTT MINIFAB,Booth 3035,"Phoenix, Arizona, United States",,https://www.linkedin.com/company/minifab/mycompany/,,http://www.schott-minifab.com,"SCHOTT MINIFAB provides integrated services for contract design, development and manufacturing of diagnostic and life science consumables - innovation to help you introduce new discoveries, enable precise health care treatments and improve patients outcomes.","Molecular/Cellular Diagnostics, Non-Molecular Diagnostics, Drug Delivery Device, Non Drug Delivery Device, Patient Monitoring Device, CMO"
SC Launch,Booth 3043,"Columbia, South Carolina, United States",,,,http://scra.org,,
SBIR: Small Business Innovation Research,Booth 3375,"Fort Detrick, Maryland, United States",,,,https://www.sbir.gov/,,
Scottish Development International,Booth 2348,"Glasgow, United Kingdom",https://twitter.com/ScotDevInt,https://www.linkedin.com/company/scottish-development-international/,https://www.facebook.com/scottishdevelopmentinternational,http://www.sdi.co.uk,"Scottish Development International (SDI) is part of Scotland’s main enterprise, innovation and investment agency (Scottish Enterprise) and works to help international companies find the right partners in Scotland and Scottish companies to develop their business overseas. SDI also works to attract inward investment and knowledge to Scotland.",Regional/Economic Development
SEKISUI,Booth 778,"Maidstone, United Kingdom",,https://www.linkedin.com/showcase/bioproduction-sekisui/,,http://www.bioproduction-sekisui.com/,"BioProduction by SEKISUI describes SEKISUI’s contract service offering as a microbial focused CDMO with expertise in proteins and downstream purification. Our fermentation process development and production experience helps smooth technical transfer and process scale up. Our core competencies include E.coli and yeast fermentation, plant protein extraction, large scale bioprocessing, protein purification, bulk formulation, lyophilization and analytical testing. Our production site in the UK has been a leader in the manufacturing of high-quality proteins and specialty biochemicals globally to the healthcare market for over 40 years. We have worked with many global partners to supply high quality materials for a variety of applications, including proteins for biotherapeutics, pharmaceuticals, and diagnostic medical devices.",CMO
SC BIO,Booth 3043,"Greenville, South Carolina, United States",,https://www.linkedin.com/company/25077650/admin/,,http://www.scbio.org,"Building the business of life sciences in South Carolina is a call to action for SCbio – the official state affiliate of BIO (Biotechnology Innovation Organization), AdvaMed (Advanced Medical Technology Association), and PhRMA","Regional/Economic Development, Associations"
Shenzhen Thero New Material Technology Co.Ltd.,Booth 2285,"Shenzhen, Guangdong, China",,,,https://www.theromaterial.com/,"Thero is a phase change material technology company. It has product line s in cold boxes and thermal energy module for cold chain transportation and cold room/conditioner, respectively. Our pipelines:","Non Drug Delivery Device, Supplies, Industrial Chemicals/Products, Energy (Biofuels), Environmental, CMO, Distributor, Consulting"
Sawubona Mycelium,Booth 2043,"Centurion, Pretoria, South Africa",,,,http://www.sawubonamycelium.com,,
Shanghai YAFO Capital,Booth 2475,"Shanghai, Shanghai, China",,https://mn.linkedin.com/company/yafo-capital,,http://www.yafocapital.com,"Founded in 2013, YAFO Capital is a Shanghai based boutique investment and advisory firm, with professional team in our China, U.S., and London offices. Partnering with Pharmaceutical companies, YAFO Fund mainly invests in global assets. YAFO Life Sciences is a leading advisory boutique focused on asset transactions. YAFO has built a strong proven track record and closed dozens of in-licensing and out-licensing transactions with global pharma and biotech companies. YAFO has been ranked as the No. 1 advisor for China cross border licensing transactions in the past three years. For more information, please visit www.yafocapital.com","VC/PE, Investment Banking or Lending, Consulting"
